ID,label,sessions,drives,total_sessions,n_days_after_onboarding,total_navigations_fav1,total_navigations_fav2,driven_km_drives,duration_minutes_drives,activity_days,driving_days,device
6244,1,15,15,50.73822946,1691,128,21,872.7195514,212.7479964,20,11,1
6245,1,96,77,117.9643284,93,72,37,1610.826763,941.3632646,23,21,0
6246,1,80,74,158.7380744,2375,190,0,4796.268959,1053.829593,19,17,1
6247,1,137,110,402.5307574,612,265,0,1403.526987,324.8930982,27,18,1
6248,1,33,26,105.8030288,2530,73,72,6305.648391,1559.236806,11,11,0
6250,0,38,30,107.4454298,652,511,0,9107.860544,2386.367268,3,3,0
6251,1,177,142,232.7378242,2569,109,0,2646.238691,1643.541376,21,21,1
6252,1,207,171,227.0369808,1818,0,0,1910.835731,1258.169219,28,19,1
6253,1,219,179,300.7659813,992,464,15,6284.711966,4457.333767,28,18,1
6254,0,33,28,104.5955227,2143,61,3,4025.633095,1159.315125,0,0,1
6255,1,100,80,146.7436255,107,83,0,3756.495105,1004.552969,2,2,1
6256,1,74,64,122.403587,2688,140,2,2339.506902,1016.494289,21,13,1
6257,1,0,0,16.80893718,3458,36,82,15420.23411,10318.97414,1,1,0
6258,1,190,152,258.6301166,983,412,94,5431.261525,4343.973714,17,11,1
6259,1,88,70,169.1306895,2624,471,0,3998.644253,2330.647134,2,2,1
6260,0,296,248,347.9040546,879,176,130,7956.016329,1965.086892,0,0,1
6261,1,18,18,146.3031247,1897,54,7,2823.579169,2219.245276,22,16,1
6262,0,538,431,566.3989326,983,306,3,4543.82344,1512.067534,8,8,1
6263,1,62,49,75.58982885,2421,50,0,3488.374249,2246.897602,5,0,0
6264,1,38,33,279.4389681,368,0,14,6611.578318,4871.445831,28,21,0
6265,1,143,143,171.3576047,1439,148,22,2156.490711,1780.343833,1,1,0
6266,1,48,42,127.2242836,380,154,145,925.6146537,124.9848249,20,20,1
6267,0,132,122,144.4854183,2205,16,52,1768.067115,1181.30481,3,3,1
6268,1,45,38,47.52200078,2327,0,34,1796.680435,846.5646397,12,7,1
6269,1,124,100,298.0742046,698,37,51,8685.643516,801.4623461,17,17,1
6270,1,29,25,74.03964446,1473,34,0,1497.407477,1138.678295,20,12,1
6271,1,56,45,146.8014127,2126,2,0,6574.079484,2013.835586,7,3,1
6272,1,28,28,199.9532311,1817,78,0,5079.831512,3590.909477,5,5,1
6273,1,52,42,278.2134723,1498,91,161,9166.551677,4517.484421,3,0,1
6274,1,82,66,186.7492711,1297,98,18,2595.148977,1325.845607,9,8,1
6275,1,70,57,517.2395289,957,67,0,3418.036172,2650.354009,25,23,1
6276,1,193,157,277.3579127,983,159,111,1907.291992,1205.011362,30,29,1
6277,1,0,0,98.56484087,3292,88,0,6992.468637,3378.883735,11,11,0
6278,1,15,12,79.77884641,2146,12,20,4150.754806,3189.37052,15,15,1
6279,1,237,190,351.5222003,2258,193,4,2977.662789,748.2057719,11,5,0
6280,1,49,42,82.80547011,1044,69,34,6821.865416,3383.777533,15,10,1
6281,1,65,53,103.4283408,2993,87,0,1927.897409,446.4418314,9,8,1
6282,0,184,149,533.8821437,1924,41,37,1338.015763,855.2574492,9,9,1
6283,1,23,19,70.0963383,2415,400,0,1419.243579,938.257036,14,10,1
6284,1,58,47,541.7144262,2711,0,0,5360.690035,1549.932528,6,3,1
6285,1,99,81,300.2888245,2065,97,13,1284.347077,393.3984702,30,27,1
6286,1,14,14,192.403164,909,1,14,4471.913039,594.493294,10,5,1
6287,1,84,70,97.40478168,682,0,0,6460.943357,4704.366566,17,15,1
6288,1,22,22,127.4076605,62,0,128,3186.468294,2654.549494,0,0,1
6289,1,75,60,293.1708437,1750,139,67,745.706548,357.5941123,10,10,1
6290,1,62,50,407.8446181,3255,159,74,1763.195163,446.1076427,13,7,1
6291,1,27,27,66.09178447,77,89,0,6619.07651,3134.444299,30,26,0
6292,1,48,48,241.0139284,2264,235,0,1422.993619,244.4016089,26,17,1
6293,1,72,64,195.4906354,3124,29,31,1988.201184,1198.730374,17,16,0
6294,1,38,31,166.0852498,222,240,28,3002.530796,1126.324064,9,6,1
6295,1,35,30,55.09633718,1846,65,0,5297.75725,1448.096839,24,14,1
6296,1,34,28,285.4482785,1583,0,12,2042.694497,759.4532052,5,3,1
6297,1,27,22,136.59859,3329,88,13,2344.943387,1817.930541,30,28,1
6298,1,35,31,44.69140168,1938,0,176,3551.681539,591.0121313,24,14,0
6299,0,161,138,357.5561427,822,83,0,4265.592461,2460.967315,4,3,1
6300,0,10,10,113.513502,1101,140,74,3112.279499,1833.521196,29,20,0
6301,0,17,16,88.93260989,737,0,11,11127.13723,4659.938621,7,1,1
6302,1,50,40,104.2398792,2476,74,0,8562.411356,386.5282581,2,2,0
6303,1,13,10,357.7610208,1613,88,18,5210.398365,3004.365851,13,9,1
6304,0,518,423,526.7983353,1365,756,0,1453.893602,380.9387583,5,5,0
6305,1,74,73,199.8849115,2357,0,141,8952.06235,4891.811931,3,0,0
6306,1,4,3,137.2385732,2777,24,0,653.0753532,538.9227752,23,14,0
6307,1,50,40,98.93387366,2928,0,0,1430.358446,440.0644016,28,25,1
6308,1,8,8,197.6946625,3292,81,121,6085.45054,3681.644214,26,26,0
6309,1,26,21,78.16739634,243,3,0,8084.743849,6161.657482,4,0,1
6310,0,53,53,231.7919992,1365,365,0,1869.889848,1232.448546,16,10,1
6311,1,28,25,37.00282067,3369,13,140,2734.10655,1234.795836,15,13,0
6312,1,106,87,169.8998355,1165,504,28,7690.735053,5359.026391,15,15,1
6313,1,3,2,575.1318349,1768,16,94,423.1764247,176.3423845,3,3,1
6314,1,48,39,159.1494511,353,122,0,3129.658406,2101.102375,17,10,0
6315,0,51,44,274.9157671,2818,0,0,5721.653581,3917.185003,23,19,1
6316,1,85,69,197.5452144,1581,129,0,3231.54879,2156.842429,6,5,1
6317,1,131,105,368.2079596,1126,125,16,6655.025099,2063.756773,18,18,0
6318,1,98,84,193.2317422,2337,2,25,7200.15317,1363.363396,21,18,1
6319,1,86,69,242.3664996,913,16,0,4805.687844,3756.166715,4,0,0
6320,1,55,44,90.70152068,3461,75,0,3691.714555,2533.156972,8,8,0
6321,1,26,21,162.9251765,2806,62,101,2646.739796,1943.636744,18,16,1
6322,1,137,112,339.7514779,984,190,0,5109.903309,2201.900495,28,27,1
6323,1,82,66,312.8947359,3086,0,110,3554.288556,1314.89206,12,9,0
6324,1,5,4,11.70094408,2987,210,36,9183.57277,1588.663834,5,5,1
6325,1,181,153,215.1389154,3272,300,154,4038.698194,2991.133232,9,9,1
6326,1,19,16,28.53249318,2589,332,59,1400.459441,1011.175582,30,24,0
6327,1,4,3,131.5227144,2126,34,0,3769.062754,460.3344247,3,0,0
6328,1,34,27,37.77929808,1325,0,0,5434.583219,3091.135477,9,9,0
6329,1,9,7,58.02521631,3007,49,0,3357.691595,1898.678584,29,27,1
6330,1,22,19,74.68423103,3047,269,0,4114.454433,1036.196713,16,8,0
6331,1,182,146,404.5553112,3460,16,6,7410.845834,1918.979729,21,21,1
6332,1,56,53,126.6850042,430,26,0,1647.143445,1116.689406,13,11,1
6333,1,264,213,492.4886363,1854,0,0,1593.709568,510.9620095,31,24,1
6334,1,77,63,273.0798234,2179,118,0,2769.507688,1949.877417,8,8,1
6336,1,94,76,145.9619139,1309,8,57,5101.611974,3287.061105,7,6,1
6337,1,80,66,138.7105983,1105,124,13,6470.387452,1895.085611,23,17,0
6338,1,75,65,297.6769478,543,0,0,2915.442082,1684.729117,26,20,1
6339,1,65,52,241.0385136,2748,260,94,9401.23563,4272.170592,28,18,0
6340,1,74,60,249.714317,1802,0,120,3053.266682,2002.368266,11,6,0
6341,1,127,102,139.9785826,620,24,57,7783.816755,4215.722664,27,26,0
6342,1,169,137,459.5407542,2480,969,160,2944.458604,1999.843811,20,19,0
6343,1,86,71,109.9625727,2272,0,76,4507.639306,3346.168,8,7,0
6344,0,76,61,169.1627291,18,82,147,4428.852522,2757.181968,9,6,1
6345,1,46,37,84.45146742,3339,263,0,3274.677924,1244.809518,30,25,1
6346,0,165,133,241.5475139,2960,82,0,2365.692819,1697.726985,8,5,0
6347,1,8,7,270.6179332,3477,429,0,3797.956581,1867.88404,18,11,0
6348,1,39,38,47.8264805,882,28,112,4132.70426,1599.046502,24,20,0
6349,0,71,58,124.7571245,923,211,48,4247.06048,899.051915,2,2,1
6350,1,63,50,81.84432144,2324,32,4,2599.192512,1690.963323,1,0,1
6351,1,36,28,105.8459005,2156,0,6,5952.694483,4186.130229,19,16,0
6352,1,74,69,76.73447513,1517,47,0,2294.45997,272.5868012,27,24,1
6353,1,4,4,324.2677664,927,55,0,10417.75184,2671.76539,19,18,1
6354,1,142,114,219.683463,2756,287,0,1398.418539,921.2398502,13,6,1
6355,1,7,7,86.33582603,631,45,0,5733.501105,3726.045687,29,19,1
6356,0,166,133,320.2068443,844,0,62,3967.803215,2221.614515,10,6,1
6357,1,116,94,656.2191671,3397,0,54,3815.162309,2840.729154,19,17,1
6358,1,126,101,171.4766556,2048,335,0,1360.060315,903.778085,3,0,1
6359,1,25,24,136.4565882,3262,218,128,2606.693922,1452.443836,22,20,1
6360,1,57,46,154.5474005,1081,8,44,7324.018144,1267.606002,14,10,0
6361,1,71,58,151.1731306,2805,46,0,1349.915163,1000.557768,3,0,0
6362,0,39,33,116.271797,513,328,0,4939.073157,674.136362,13,9,1
6363,1,32,27,195.3066078,1992,26,41,1930.059725,1267.494702,23,15,0
6364,1,158,127,248.4657371,2499,134,0,2690.898455,985.3692786,9,6,0
6365,1,63,51,74.70964118,3418,453,16,1413.182747,988.746673,12,8,1
6366,1,75,60,135.7564675,963,0,7,2056.481367,1509.405681,2,2,0
6367,1,26,21,49.57664432,2773,324,72,12789.37131,2388.436227,20,19,1
6369,1,20,16,116.6272419,3016,19,67,4326.294846,309.87535,16,13,1
6370,1,43,36,149.8246972,498,64,43,4736.866477,1320.217839,27,18,1
6371,1,48,40,259.816864,3310,0,9,11262.50394,427.0402578,17,14,0
6372,1,37,30,63.00628103,1549,46,148,6477.464828,1049.58012,27,24,1
6373,1,150,120,187.0029361,3411,53,17,4120.749654,1539.680529,30,25,0
6374,0,56,45,173.2967583,805,0,26,6689.628553,1151.507006,2,0,1
6375,1,0,0,99.76760061,1386,21,0,4169.721686,3154.856024,2,0,0
6376,1,13,12,221.3115515,1508,99,4,4376.46826,3578.021259,1,0,1
6377,1,62,53,96.63383031,1642,52,75,3270.294251,2090.950168,21,13,0
6378,1,222,179,236.0639172,1074,52,0,2509.931386,1896.426321,17,17,0
6379,1,12,12,106.6776921,1619,254,0,2530.554844,213.1203996,28,27,1
6380,1,28,22,37.27323039,3334,148,41,2032.357244,1218.218021,3,3,1
6381,0,288,237,300.8752054,1911,25,8,3086.837567,1345.815233,6,1,1
6382,1,76,62,155.2002741,3033,0,19,4435.771109,897.117983,14,14,1
6383,1,1,1,7.560132653,2276,201,62,2225.600656,1349.258583,26,21,0
6384,1,23,23,84.12108763,2821,26,37,1844.712292,875.3570931,17,13,1
6385,0,59,49,141.3194849,601,97,12,4526.482062,3409.285785,6,4,1
6386,1,98,79,279.6247607,2195,0,16,3305.664746,1202.890671,21,14,0
6387,1,62,50,64.45104101,715,315,0,3519.490512,2257.201291,3,1,1
6388,1,68,55,618.6522778,2477,28,0,3497.826063,533.9127069,14,9,1
6389,1,158,127,338.6586152,3102,14,2,8420.743901,2840.942372,13,13,1
6390,1,215,172,281.93783,2441,262,181,5396.507277,3042.211317,29,23,0
6391,1,122,99,262.9297216,2986,173,0,3150.528806,1320.658099,26,19,0
6392,1,113,100,471.9386438,818,49,0,5531.728689,1710.060785,17,17,1
6394,0,10,9,214.8097274,2358,130,0,4084.739454,1203.0171,2,2,0
6395,0,78,62,567.4505329,2273,0,7,2113.064365,667.4013446,18,10,1
6396,1,15,14,118.5058275,2663,73,34,7641.075543,5324.182702,21,21,0
6397,1,57,49,60.94716503,843,121,27,1504.586532,693.8324931,5,5,1
6398,0,91,80,256.6897546,1120,397,40,7949.836631,1612.304335,16,12,0
6399,1,98,79,100.914446,2594,266,0,1773.904611,957.9270791,25,25,1
6400,1,47,47,101.5765289,490,0,0,1263.971233,638.5992361,17,16,1
6401,1,129,104,295.5874958,35,0,51,9623.345589,5806.245787,14,10,1
6402,1,5,4,197.3241344,1688,0,35,2432.985059,1162.146091,20,15,1
6403,1,63,51,240.0069245,2401,600,74,3825.5164,1340.09784,20,16,1
6404,1,26,25,68.08873017,3077,205,0,3195.391172,1492.551836,1,1,1
6405,0,153,124,333.0154409,765,70,0,2616.110307,766.4390283,8,8,1
6406,1,158,127,363.4576792,3209,9,157,1398.24295,206.7862528,11,9,0
6407,1,41,33,349.7723597,2732,29,21,1827.291814,978.6688387,0,0,0
6408,1,58,47,155.7686435,20,568,13,4144.145865,3182.368576,20,18,1
6409,1,4,3,8.946825611,1593,65,29,8342.486059,5581.957607,14,11,1
6410,1,145,116,245.199704,192,269,0,5956.774794,531.807257,8,2,1
6411,1,148,119,156.3531336,2182,141,0,4283.499904,651.5469792,10,7,0
6412,1,71,61,370.3846897,3266,668,0,6608.989199,2768.613647,11,11,1
6413,0,10,10,289.4031124,1823,471,100,3647.620305,1552.127529,7,2,1
6414,1,26,21,101.7478754,3068,330,0,2965.247102,551.798819,24,20,1
6415,1,41,41,54.34185662,2700,422,0,5223.232412,2061.906046,14,8,1
6416,1,120,97,342.4243057,1362,11,0,1853.424146,1502.294225,22,15,1
6417,1,178,178,288.2883055,804,0,12,3940.206925,1502.588691,12,7,1
6418,1,8,8,9.434743682,1418,29,52,2558.849475,749.1133252,2,1,1
6419,1,14,14,190.900158,1037,306,0,2457.310219,1298.798738,22,16,0
6420,0,8,8,198.2301705,1573,288,0,5600.009154,662.7694239,21,21,1
6421,1,29,23,223.361122,1280,0,0,2034.700957,272.0437919,0,0,1
6422,1,9,9,176.1379663,540,76,64,1833.895726,592.6438262,28,20,1
6423,1,146,118,160.0349964,1937,64,22,3454.566385,2517.525501,13,11,1
6424,1,36,36,46.72548529,1178,20,76,5522.289946,1048.494831,22,20,1
6425,1,39,32,164.7631966,2617,96,0,4366.504571,3481.722368,9,5,1
6426,1,32,27,87.05834055,747,0,0,2145.323538,1081.039041,3,3,1
6427,1,38,30,596.0445174,160,79,125,3658.643108,1593.061547,23,21,0
6428,1,115,92,119.0760125,2819,36,1,2957.557214,2021.194702,21,15,0
6429,1,192,154,271.2137784,2997,30,114,4460.618694,1503.7142,19,19,1
6430,1,107,89,123.7132581,341,141,12,852.9721059,496.2304271,10,4,1
6431,0,31,25,36.96941905,3205,0,0,5564.974953,996.4994448,4,2,1
6433,1,30,25,50.78778706,1902,55,13,4040.765794,417.6127993,20,19,0
6434,1,10,8,75.65013877,653,335,0,5771.786059,3643.934746,28,18,0
6435,1,59,47,59.49613434,1763,60,126,6273.245778,3497.489341,24,21,1
6437,1,40,35,48.13236344,1377,0,94,4275.986692,902.6192155,25,19,0
6438,1,289,232,334.4525668,706,166,0,2379.668935,1160.272096,28,21,1
6439,0,11,11,341.7528541,951,271,0,5199.522484,803.7317844,4,4,1
6440,1,24,24,32.14087809,3132,0,31,2400.822248,1352.740627,12,12,1
6441,0,106,86,131.6964297,3450,0,14,5786.764383,2402.232096,30,25,1
6442,1,81,65,168.2708995,1501,53,0,1902.606456,1065.580774,1,1,1
6443,1,166,134,168.8597615,3436,0,32,5886.083714,2967.72225,23,19,1
6444,1,21,19,146.5566242,1347,179,8,6080.536001,2382.063657,31,21,1
6445,1,20,16,72.43384775,860,59,105,1650.175814,969.8191718,2,2,1
6446,0,16,13,83.68324365,975,6,36,3597.119778,2086.790621,17,11,1
6447,1,115,92,277.597664,1725,42,2,2246.488034,507.7378367,2,0,1
6448,1,136,111,367.2469397,313,130,27,1435.145652,420.6475706,28,24,0
6449,1,26,21,55.69946301,393,113,0,7088.688632,556.4820791,12,5,1
6450,1,11,11,14.19219586,1487,2,0,1957.812322,817.896607,18,11,1
6451,1,51,44,158.3912081,1019,0,0,2452.918313,646.2416145,10,6,1
6452,1,141,113,268.8103086,3356,337,40,2878.11958,1197.691575,30,22,1
6453,1,41,37,58.37852854,3064,117,42,8910.275739,5316.834794,25,18,1
6454,1,101,85,105.9367916,2940,0,0,3098.816239,2568.631835,19,14,0
6455,1,225,181,566.1539037,68,0,0,4351.827182,1591.973432,8,3,1
6456,1,83,77,308.5068934,1481,63,45,4409.109462,1195.520304,7,2,1
6457,1,92,92,172.1849484,2684,145,3,3129.388703,727.8344457,17,11,0
6458,1,164,132,177.9789539,400,424,0,2480.275605,1354.331294,2,1,1
6459,1,36,36,96.14513335,3071,232,33,1404.075151,979.5837147,29,21,1
6460,0,62,51,87.64857769,1938,16,76,1759.19307,999.6104654,1,0,1
6461,1,46,46,144.4008105,942,11,0,430.3869919,185.6148757,29,24,0
6462,1,124,100,702.2950752,2552,46,30,5891.387562,1711.510314,1,1,1
6463,1,50,40,54.09544099,2532,47,17,4456.400122,1728.147158,17,14,1
6464,1,38,30,123.5822784,2353,260,0,2962.861895,713.1747673,0,0,0
6465,1,28,23,290.8039383,2028,0,0,1489.852034,1175.181189,22,17,1
6466,1,44,35,138.1151987,2425,125,12,5223.289142,1652.676778,5,2,1
6467,1,9,9,26.91445162,250,4,37,3402.151482,2646.95016,16,11,1
6468,1,0,0,33.89420653,2373,373,120,8475.427236,6809.280777,9,7,1
6469,1,69,55,181.0252611,1278,317,64,8642.669697,5020.208154,30,21,1
6470,1,49,49,199.5887631,2797,297,0,2514.865613,1421.461722,19,18,0
6471,1,333,273,344.1635012,2613,382,37,2868.699749,1174.606857,29,21,1
6472,1,15,12,34.74525104,3362,292,20,4539.772051,496.8654827,26,18,0
6473,0,120,96,158.7964088,1723,104,0,1233.677809,731.9878865,3,3,1
6474,1,22,18,43.20363672,2242,80,0,2640.706235,1569.17398,1,1,0
6475,1,49,41,147.2961329,1401,497,0,1095.578519,747.39817,19,11,1
6476,1,41,33,62.59935529,2085,268,34,4167.359946,2451.5076,11,6,1
6477,1,122,98,194.2831122,3179,124,62,6166.398704,4213.103292,26,22,1
6478,1,69,56,149.0214787,3412,111,0,1363.433332,790.1019963,15,12,1
6479,1,8,8,46.29626658,1596,147,0,1994.862942,712.3567537,20,17,0
6480,1,23,19,173.7577281,1464,221,0,7886.943568,3878.309862,27,18,0
6481,1,27,27,56.20219235,999,17,30,4172.394214,2821.220863,8,8,0
6482,1,8,8,35.75443415,1209,0,19,1385.843571,1064.662122,20,18,1
6483,1,64,53,75.68462066,36,487,116,2018.844209,1650.929273,21,15,0
6484,1,80,66,200.1956523,3203,55,78,1628.594867,862.6123504,13,11,0
6485,1,90,75,179.9010848,1248,506,202,3052.105046,656.5230137,12,12,1
6486,1,21,21,91.42345411,1277,47,16,2179.200571,1728.172025,21,15,1
6487,1,160,128,167.0491152,2254,265,23,6268.705928,5111.154212,31,23,1
6488,1,8,6,225.9566111,1696,287,0,3699.793833,1544.727231,22,18,1
6489,1,91,74,250.5165686,601,0,46,2608.236344,775.6923077,19,17,1
6490,1,43,37,69.78280109,1027,177,8,3771.614261,2437.438404,20,12,1
6491,0,12,12,171.4996766,1569,78,31,6303.3971,1887.312608,7,7,0
6492,1,7,7,35.06323719,593,142,0,2152.210997,1606.851548,7,7,0
6493,1,93,78,111.8914407,398,10,0,2454.368407,1926.070412,22,15,1
6494,1,136,110,149.9690141,340,0,97,4615.135532,1843.029199,15,10,1
6495,0,276,221,318.0609538,1020,40,12,2694.987823,1763.304066,11,4,1
6496,1,7,6,245.61255,3292,89,205,4844.976043,1427.450993,27,24,1
6497,1,66,53,123.7004276,2470,64,19,3298.142207,1061.340374,4,4,0
6498,1,119,98,179.6658556,3492,146,110,6456.242297,1434.72945,23,18,1
6499,1,29,24,113.7022857,1404,13,0,1867.028191,597.4858911,18,11,1
6500,1,122,100,131.1167622,132,21,52,5875.519513,1074.546595,29,19,1
6501,1,361,289,369.0226301,1127,0,120,2587.249281,2092.111875,21,19,1
6502,1,52,44,71.57754792,3264,0,0,4222.730135,3367.913911,18,18,0
6503,1,75,60,111.7551822,728,91,0,5507.268976,1591.913705,28,26,0
6504,0,128,102,847.7820255,1460,56,8,1506.488616,574.6901284,30,24,0
6505,1,47,41,177.1227698,3019,259,3,448.856911,341.1329223,21,18,1
6506,1,4,4,11.58056766,1390,191,0,2162.138209,1008.123041,19,11,0
6507,0,316,253,487.509604,239,118,0,4687.171922,2984.141527,7,4,0
6508,1,26,23,292.6506239,1018,0,0,869.2445401,541.0897383,20,11,1
6509,1,143,117,242.8420366,2456,316,29,5246.973598,2317.222894,30,26,0
6510,1,350,282,611.2060912,467,46,0,4984.07281,2603.311904,13,6,0
6511,1,66,55,110.6776084,1974,45,178,2179.335255,1341.231367,20,18,1
6512,1,108,87,207.5687992,2722,0,122,2355.751821,1596.769669,9,5,0
6513,0,25,20,60.42150397,2901,319,0,3517.92248,2097.082515,8,2,0
6514,1,120,97,204.7185346,2753,0,0,4852.715182,3762.15117,18,14,0
6515,1,64,53,91.3994484,2619,0,71,3217.949679,849.6014824,17,9,0
6516,1,16,16,253.6028138,801,128,0,1633.086638,879.5387078,26,20,0
6517,0,87,74,191.0439434,2473,216,0,1797.401127,513.3756004,2,0,1
6518,1,20,18,151.7522549,484,169,92,4333.306368,1862.810843,6,5,0
6519,0,33,27,35.20543476,568,0,0,5626.412195,2043.346024,20,18,1
6520,1,221,190,236.209444,322,0,86,9437.546504,1560.76247,21,14,0
6521,0,34,28,76.65786365,2957,0,0,2226.59903,1749.013349,12,6,1
6522,0,277,264,443.4973658,1244,44,0,2613.422583,1889.211634,9,5,1
6523,1,15,15,59.37777944,3464,1,0,5508.655137,1847.587181,29,26,1
6524,0,31,25,163.762296,3360,403,0,3623.429432,1697.712946,27,23,0
6525,1,70,56,315.4675537,1241,30,0,1930.312288,495.6095404,10,4,1
6526,1,74,59,99.28643076,337,0,38,11269.07503,7483.274064,5,5,0
6527,1,37,29,134.4167815,2634,184,0,4508.660896,2241.740167,5,5,0
6528,1,0,0,147.3433753,2677,0,11,4804.456972,1369.796131,24,15,0
6529,1,3,3,12.29867025,572,0,0,9831.669165,6734.789415,25,15,1
6530,1,132,107,147.0759679,2763,55,61,2156.224595,1510.438786,7,5,0
6531,0,74,60,370.4157803,396,54,0,3077.887693,1398.598614,14,8,1
6532,0,22,18,235.9092458,1057,317,0,710.5628643,346.9489928,6,6,0
6533,1,21,21,43.68539509,1140,176,20,6721.012413,2833.062074,18,18,0
6534,0,103,103,398.2109357,405,257,38,2631.078908,1061.483932,6,1,1
6535,0,23,21,125.7731035,380,497,68,1488.859231,522.114702,27,24,0
6536,1,3,2,17.09700288,1498,3,31,2979.266299,1843.267646,25,23,1
6537,0,80,70,235.9746781,1066,14,0,6615.727052,4306.775191,23,23,1
6538,1,21,17,153.9422484,1506,712,0,3633.027884,1726.870267,27,23,1
6539,1,73,60,236.9953067,3497,86,0,6193.855805,177.2439863,13,13,1
6541,0,72,72,354.7976727,1552,3,215,3281.235124,1700.698354,11,7,1
6542,1,53,44,76.45769713,2054,294,29,2929.613725,1134.884438,3,2,1
6544,1,21,18,111.3056009,2084,10,75,2335.242485,1091.855511,0,0,1
6545,0,41,37,164.7864816,703,57,7,1343.691301,566.0861625,23,18,1
6546,1,90,76,208.9421127,3086,57,244,4773.409672,2891.88183,18,15,1
6547,1,25,20,162.6888641,2137,61,0,3229.248377,1332.2673,31,22,1
6548,0,36,29,75.73307605,1043,406,27,1687.404236,176.256787,17,13,0
6549,1,64,54,204.0468419,2888,442,0,2600.499146,1241.095676,19,17,1
6550,1,20,20,60.38757403,1438,248,165,8972.030632,7473.688847,17,13,1
6551,1,35,28,121.1095209,1619,0,22,8171.382675,4167.116414,10,4,1
6552,1,6,6,87.69847241,696,152,0,1723.155925,1251.939266,23,17,1
6553,1,49,40,173.4153747,3035,0,1,5029.040853,1180.448072,29,25,1
6554,1,60,60,137.7959506,3307,246,38,3812.631768,3169.000836,13,7,1
6556,1,1,1,29.71701737,779,0,0,3364.960525,997.1822141,3,3,1
6557,1,21,17,51.32123906,630,110,0,5886.763332,1618.806476,15,15,1
6558,1,3,3,177.6458118,1388,0,0,3049.344375,709.7392958,25,16,1
6559,1,58,47,65.91696969,2575,23,4,935.0312408,317.537109,3,0,1
6560,1,162,130,254.4319462,2657,234,62,14372.23129,5237.510812,18,15,1
6561,1,15,15,63.25670049,1588,179,41,1133.299229,802.8826332,23,17,0
6562,1,122,98,229.0112938,1873,30,42,3626.661967,358.3381127,25,22,0
6564,1,451,369,629.2115968,2787,64,169,1375.785909,969.656156,5,5,1
6565,1,104,84,171.5769557,1243,138,18,8014.077779,3394.138469,28,18,1
6566,1,143,115,256.9933737,1025,188,41,6176.342923,3345.911358,22,16,0
6567,1,77,64,78.25607452,3433,0,0,1550.296169,762.807871,6,0,1
6568,1,9,9,208.7786457,1186,0,0,918.2918181,297.9474617,14,13,1
6569,1,236,189,547.9890126,2870,71,55,3655.101097,1538.753401,10,4,0
6570,1,153,125,184.3970385,613,0,0,1805.437248,1089.978862,16,16,0
6571,0,10,10,32.72734571,955,347,21,3642.995478,440.1225793,18,12,1
6572,0,68,55,287.8054049,1441,140,155,3047.287026,758.5604257,15,11,1
6573,1,73,73,130.3526975,33,32,32,7768.417496,808.8810408,18,18,1
6574,1,78,67,136.0613885,1626,253,28,1839.957397,1205.05259,17,15,0
6575,1,28,23,121.04019,2165,41,0,1892.534958,1113.431572,8,8,1
6576,0,161,161,438.7329299,2380,0,0,3645.85144,587.0892534,4,4,1
6578,0,72,64,104.4184096,1086,362,0,4904.2789,1730.800732,17,17,1
6579,1,17,14,294.1821768,3399,11,0,3234.688971,2170.024148,30,25,1
6580,1,56,46,58.37961565,860,10,0,2926.077545,1723.024397,7,7,0
6581,1,16,14,24.12997471,2273,359,13,4898.17104,3249.806731,1,1,0
6582,1,121,119,275.8145881,2554,21,0,2111.255705,1364.39747,21,20,1
6583,1,11,11,11.20573936,2695,325,8,6557.253945,134.0528346,1,1,1
6584,1,37,29,81.51580524,1480,451,0,2956.773671,1082.214245,31,24,1
6585,1,147,118,174.8686178,2079,656,0,1621.516798,453.1493926,0,0,0
6586,1,56,48,128.0599992,2045,6,23,1593.653817,975.6175012,2,0,0
6588,1,39,39,225.5909537,3418,238,41,6306.372153,3535.152802,28,20,0
6589,1,35,29,97.73253554,1699,0,27,4529.758115,787.5215818,25,17,1
6590,1,61,51,66.50771571,2772,124,0,2870.810356,993.9117886,10,10,1
6591,1,135,109,153.790266,1413,231,70,2702.977787,1352.696564,7,7,1
6592,1,52,47,84.86180449,1703,72,84,2652.003378,1995.248541,7,7,1
6593,1,49,49,92.92588362,3012,0,89,3730.141637,2941.060583,0,0,0
6594,1,121,97,249.1900154,3396,0,0,11207.91752,2541.787007,18,18,1
6595,1,4,4,317.0534522,2886,354,55,2231.558223,914.8421615,24,23,1
6596,0,2,2,203.5077233,561,0,0,4884.688218,2022.135769,4,4,1
6597,1,66,54,101.5968374,8,259,42,3210.1042,1906.309759,8,3,1
6598,1,18,14,404.7809516,332,0,0,6184.062238,1962.825372,20,14,0
6599,1,36,36,179.6884894,301,0,21,4539.496133,3582.137695,28,25,1
6600,1,105,84,129.1427192,755,35,0,3081.029912,981.055926,9,6,1
6601,1,19,17,133.0748273,1237,44,0,5132.310682,2069.448226,8,6,0
6602,1,21,17,120.8948382,1870,74,134,8325.486611,3577.216549,14,13,1
6603,1,78,64,95.05991771,702,63,0,6116.22085,1480.630866,10,10,1
6604,1,22,18,43.25925087,2005,254,2,3864.131936,2864.572754,2,2,1
6605,1,31,31,237.5862105,2066,6,0,4518.020623,1436.988335,16,16,1
6606,1,59,48,267.2025758,1805,61,0,1730.810409,539.2353077,13,10,0
